"fielding.start","fielding.end","mid_date","pollster","sample","what","y"
2016-03-12,2016-03-20,2016-03-16,"Morgan MM",2948,"GRN",14
2016-03-16,2016-03-19,2016-03-17,"Essential",1003,"GRN",10
2016-03-17,2016-03-20,2016-03-18,"Newspoll (online & robo)",2049,"GRN",12
2016-03-21,2016-03-21,2016-03-21,"ReachTEL",3274,"GRN",10.5
2016-03-23,2016-03-26,2016-03-24,"Essential",1020,"GRN",9
2016-03-26,2016-04-03,2016-03-30,"Morgan MM",3174,"GRN",13
2016-03-30,2016-04-02,2016-03-31,"Essential",1038,"GRN",10
2016-03-31,2016-04-03,2016-04-01,"Newspoll (online & robo)",1743,"GRN",11
2016-04-06,2016-04-09,2016-04-07,"Essential",1010,"GRN",11
2016-04-09,2016-04-17,2016-04-13,"Morgan MM",3083,"GRN",14
2016-04-13,2016-04-16,2016-04-14,"Essential",1000,"GRN",11
2016-04-14,2016-04-17,2016-04-15,"Newspoll (online & robo)",1628,"GRN",11
2016-04-14,2016-04-14,2016-04-14,"ReachTEL",2415,"GRN",9.8
2016-04-14,2016-04-16,2016-04-15,"Ipsos",1402,"GRN",14
2016-04-19,2016-04-22,2016-04-20,"Essential",1020,"GRN",10
2016-04-23,2016-05-01,2016-04-27,"Morgan MM",2951,"GRN",13.5
2016-04-27,2016-04-30,2016-04-28,"Essential",1020,"GRN",10
2016-05-04,2016-05-05,2016-05-04,"Morgan MM",584,"GRN",NA
2016-05-04,2016-05-06,2016-05-05,"Newspoll (online & robo)",1270,"GRN",11
2016-05-05,2016-05-05,2016-05-05,"ReachTEL",2450,"GRN",9.5
2016-05-05,2016-05-07,2016-05-06,"Ipsos",1410,"GRN",14
2016-05-05,2016-05-08,2016-05-06,"Newspoll (online & robo)",1739,"GRN",11
2016-05-05,2016-05-08,2016-05-06,"Essential",1005,"GRN",10
2016-05-06,2016-05-08,2016-05-07,"Lonergan",1841,"GRN",12
2016-05-12,2016-05-15,2016-05-13,"Essential",1021,"GRN",9
2016-05-14,2016-05-15,2016-05-14,"Morgan MM",2318,"GRN",15.5
2016-05-17,2016-05-19,2016-05-18,"Ipsos",1497,"GRN",14
2016-05-19,2016-05-19,2016-05-19,"ReachTEL",2407,"GRN",9.9
2016-05-19,2016-05-22,2016-05-20,"Essential",1011,"GRN",9
2016-05-19,2016-05-22,2016-05-20,"Newspoll (online & robo)",1709,"GRN",11
2016-05-21,2016-05-29,2016-05-25,"Morgan MM",3099,"GRN",13
2016-05-26,2016-05-26,2016-05-26,"ReachTEL",2700,"GRN",9.6
2016-05-26,2016-05-29,2016-05-27,"Essential",1007,"GRN",9
2016-05-31,2016-06-02,2016-06-01,"Ipsos",1359,"GRN",13
2016-06-02,2016-06-02,2016-06-02,"ReachTEL",2414,"GRN",10.1
2016-06-02,2016-06-05,2016-06-03,"Essential",1011,"GRN",10
2016-06-02,2016-06-05,2016-06-03,"Newspoll (online & robo)",1867,"GRN",10
2016-06-09,2016-06-09,2016-06-09,"ReachTEL",2175,"GRN",9.9
2016-06-09,2016-06-12,2016-06-10,"Essential",1021,"GRN",10
2016-06-14,2016-06-16,2016-06-15,"Ipsos",1437,"GRN",14
2016-06-16,2016-06-16,2016-06-16,"ReachTEL",2576,"GRN",9.1
2016-06-16,2016-06-19,2016-06-17,"Essential",1013,"GRN",10
2016-06-16,2016-06-19,2016-06-17,"Newspoll (online & robo)",1805,"GRN",10
2016-06-20,2016-06-22,2016-06-21,"Newspoll (online & robo)",1390,"GRN",11
2016-06-23,2016-06-23,2016-06-23,"ReachTEL",2349,"GRN",10.5
2016-06-23,2016-06-26,2016-06-24,"Essential",1000,"GRN",10
2016-06-23,2016-06-26,2016-06-24,"Newspoll (online & robo)",1713,"GRN",9
2016-06-26,2016-06-29,2016-06-27,"Ipsos",1377,"GRN",13
2016-06-27,2016-06-30,2016-06-28,"Essential",1212,"GRN",11.5
2016-06-28,2016-06-29,2016-06-28,"Newspoll (online & robo)",1768,"GRN",10
2016-06-28,2016-07-01,2016-06-29,"Newspoll (online & robo)",4135,"GRN",10
2016-06-29,2016-07-02,2016-06-30,"Essential",1000,"GRN",10
2016-06-30,2016-06-30,2016-06-30,"ReachTEL",2084,"GRN",10.7
NA,NA,NA,"",NA,"GRN",NA
2013-03-22,2013-03-25,2013-03-23,"AMR",1072,"GRN",9
2013-07-05,2013-07-08,2013-07-06,"AMR",1107,"GRN",7
2013-08-16,2013-08-18,2013-08-17,"AMR",1134,"GRN",10
2013-08-30,2013-09-02,2013-08-31,"AMR",1101,"GRN",10
2007-12-03,2007-12-09,2007-12-06,"Essential",856.5,"GRN",6
2007-12-10,2007-12-16,2007-12-13,"Essential",845,"GRN",8
2007-12-17,2007-12-21,2007-12-19,"Essential",847.5,"GRN",11
2008-01-07,2008-01-13,2008-01-10,"Essential",846.5,"GRN",9
2008-01-15,2008-01-20,2008-01-17,"Essential",856.5,"GRN",7
2008-01-22,2008-01-27,2008-01-24,"Essential",855,"GRN",9
2008-01-29,2008-02-03,2008-01-31,"Essential",845,"GRN",7
2008-02-05,2008-02-10,2008-02-07,"Essential",847.5,"GRN",9
2008-02-12,2008-02-17,2008-02-14,"Essential",862.5,"GRN",9
2008-02-19,2008-02-24,2008-02-21,"Essential",846.5,"GRN",8
2008-02-26,2008-03-02,2008-02-28,"Essential",831.5,"GRN",8
2008-03-04,2008-03-09,2008-03-06,"Essential",843,"GRN",8
2008-03-11,2008-03-16,2008-03-13,"Essential",835,"GRN",10
2008-03-18,2008-03-23,2008-03-20,"Essential",836.5,"GRN",7
2008-03-25,2008-03-30,2008-03-27,"Essential",849.5,"GRN",8
2008-04-01,2008-04-06,2008-04-03,"Essential",838.5,"GRN",7
2008-04-08,2008-04-13,2008-04-10,"Essential",789.5,"GRN",7
2008-04-15,2008-04-20,2008-04-17,"Essential",824,"GRN",6
2008-04-22,2008-04-27,2008-04-24,"Essential",866,"GRN",6
2008-04-29,2008-05-04,2008-05-01,"Essential",834.5,"GRN",8
2008-05-06,2008-05-11,2008-05-08,"Essential",830.5,"GRN",7
2008-05-13,2008-05-18,2008-05-15,"Essential",835,"GRN",10
2008-05-20,2008-05-25,2008-05-22,"Essential",836,"GRN",7
2008-05-27,2008-06-01,2008-05-29,"Essential",836,"GRN",7
2008-06-03,2008-06-08,2008-06-05,"Essential",837.5,"GRN",9
2008-06-10,2008-06-15,2008-06-12,"Essential",846.5,"GRN",6
2008-06-17,2008-06-22,2008-06-19,"Essential",855,"GRN",9
2008-06-24,2008-06-29,2008-06-26,"Essential",873.5,"GRN",11
2008-07-01,2008-07-06,2008-07-03,"Essential",875.5,"GRN",8
2008-07-08,2008-07-13,2008-07-10,"Essential",850,"GRN",9
2008-07-15,2008-07-19,2008-07-17,"Essential",858,"GRN",9
2008-07-22,2008-07-26,2008-07-24,"Essential",851.5,"GRN",9
2008-07-29,2008-08-03,2008-07-31,"Essential",710,"GRN",9
2008-08-05,2008-08-10,2008-08-07,"Essential",858.5,"GRN",11
2008-08-14,2008-08-18,2008-08-16,"Essential",851,"GRN",10
2008-08-19,2008-08-24,2008-08-21,"Essential",852,"GRN",6
2008-08-25,2008-08-31,2008-08-28,"Essential",864.5,"GRN",8
2008-09-02,2008-09-07,2008-09-04,"Essential",892.5,"GRN",10
2008-09-08,2008-09-14,2008-09-11,"Essential",915.5,"GRN",11
2008-09-16,2008-09-21,2008-09-18,"Essential",906,"GRN",10
2008-09-23,2008-09-28,2008-09-25,"Essential",915,"GRN",8
2008-09-30,2008-10-05,2008-10-02,"Essential",930.5,"GRN",11
2008-10-07,2008-10-12,2008-10-09,"Essential",921.5,"GRN",11
2008-10-14,2008-10-19,2008-10-16,"Essential",908.5,"GRN",9
2008-10-21,2008-10-26,2008-10-23,"Essential",899,"GRN",8
2008-10-28,2008-11-02,2008-10-30,"Essential",910,"GRN",9
2008-11-03,2008-11-09,2008-11-06,"Essential",880.5,"GRN",8
2008-11-10,2008-11-16,2008-11-13,"Essential",871,"GRN",10
2008-11-17,2008-11-23,2008-11-20,"Essential",902,"GRN",9
2008-11-28,2008-11-30,2008-11-29,"Essential",907,"GRN",7
2008-12-01,2008-12-07,2008-12-04,"Essential",918,"GRN",7
2008-12-08,2008-12-14,2008-12-11,"Essential",906,"GRN",10
2009-01-06,2009-01-11,2009-01-08,"Essential",905.5,"GRN",8
2009-01-13,2009-01-18,2009-01-15,"Essential",895.5,"GRN",8
2009-01-20,2009-01-25,2009-01-22,"Essential",891.5,"GRN",9
2009-01-27,2009-02-01,2009-01-29,"Essential",902.5,"GRN",8
2009-02-03,2009-02-08,2009-02-05,"Essential",962.5,"GRN",8
2009-02-09,2009-02-15,2009-02-12,"Essential",1048,"GRN",8
2009-02-16,2009-02-22,2009-02-19,"Essential",1080,"GRN",8
2009-02-24,2009-03-01,2009-02-26,"Essential",1042.5,"GRN",9
2009-03-03,2009-03-09,2009-03-06,"Essential",990,"GRN",8
2009-03-11,2009-03-15,2009-03-13,"Essential",959,"GRN",6
2009-03-17,2009-03-22,2009-03-19,"Essential",1054,"GRN",7
2009-03-24,2009-03-29,2009-03-26,"Essential",1056,"GRN",9
2009-03-30,2009-04-05,2009-04-02,"Essential",904,"GRN",9
2009-04-07,2009-04-13,2009-04-10,"Essential",916.5,"GRN",8
2009-04-14,2009-04-19,2009-04-16,"Essential",1096.5,"GRN",7
2009-04-20,2009-04-26,2009-04-23,"Essential",1090.5,"GRN",8
2009-04-28,2009-05-03,2009-04-30,"Essential",1000,"GRN",8
2009-05-04,2009-05-10,2009-05-07,"Essential",992,"GRN",8
2009-05-12,2009-05-17,2009-05-14,"Essential",946.5,"GRN",8
2009-05-19,2009-05-24,2009-05-21,"Essential",941,"GRN",8
2009-05-26,2009-05-31,2009-05-28,"Essential",988.5,"GRN",8
2009-06-02,2009-06-08,2009-06-05,"Essential",955.5,"GRN",7
2009-06-09,2009-06-14,2009-06-11,"Essential",1049,"GRN",8
2009-06-17,2009-06-21,2009-06-19,"Essential",1087.5,"GRN",8
2009-06-22,2009-06-28,2009-06-25,"Essential",1003,"GRN",8
2009-06-30,2009-07-05,2009-07-02,"Essential",971,"GRN",9
2009-07-07,2009-07-12,2009-07-09,"Essential",942.5,"GRN",8
2009-07-14,2009-07-19,2009-07-16,"Essential",957.5,"GRN",7
2009-07-21,2009-07-26,2009-07-23,"Essential",931.5,"GRN",7
2009-07-27,2009-08-02,2009-07-30,"Essential",902.5,"GRN",7
2009-08-04,2009-08-09,2009-08-06,"Essential",910,"GRN",8
2009-08-10,2009-08-16,2009-08-13,"Essential",959,"GRN",9
2009-08-17,2009-08-23,2009-08-20,"Essential",971,"GRN",8
2009-08-24,2009-08-30,2009-08-27,"Essential",930.5,"GRN",8
2009-09-01,2009-09-06,2009-09-03,"Essential",1064.5,"GRN",8
2009-09-07,2009-09-13,2009-09-10,"Essential",940.5,"GRN",8
2009-09-14,2009-09-20,2009-09-17,"Essential",926.5,"GRN",8
2009-09-22,2009-09-27,2009-09-24,"Essential",1088.5,"GRN",8
2009-09-29,2009-10-04,2009-10-01,"Essential",1058.5,"GRN",8
2009-10-05,2009-10-11,2009-10-08,"Essential",922.5,"GRN",8
2009-10-12,2009-10-18,2009-10-15,"Essential",951.5,"GRN",7
2009-10-20,2009-10-25,2009-10-22,"Essential",983.5,"GRN",8
2009-10-27,2009-11-01,2009-10-29,"Essential",1003.5,"GRN",8
2009-11-02,2009-11-08,2009-11-05,"Essential",1014.5,"GRN",9
2009-11-09,2009-11-12,2009-11-10,"Essential",957.5,"GRN",9
2009-11-13,2009-11-22,2009-11-17,"Essential",946,"GRN",7
2009-11-24,2009-11-29,2009-11-26,"Essential",989.5,"GRN",8
2009-12-01,2009-12-06,2009-12-03,"Essential",961,"GRN",9
2009-12-07,2009-12-13,2009-12-10,"Essential",937.5,"GRN",10
2009-12-14,2009-12-20,2009-12-17,"Essential",942,"GRN",8
2010-01-12,2010-01-17,2010-01-14,"Essential",957.5,"GRN",8
2010-01-18,2010-01-24,2010-01-21,"Essential",964,"GRN",8
2010-01-26,2010-01-29,2010-01-27,"Essential",968.5,"GRN",9
2010-02-02,2010-02-07,2010-02-04,"Essential",934,"GRN",10
2010-02-09,2010-02-14,2010-02-11,"Essential",915,"GRN",10
2010-02-16,2010-02-21,2010-02-18,"Essential",917,"GRN",8
2010-02-23,2010-02-28,2010-02-25,"Essential",908,"GRN",9
2010-03-02,2010-03-07,2010-03-04,"Essential",944.5,"GRN",9
2010-03-10,2010-03-14,2010-03-12,"Essential",954,"GRN",9
2010-03-16,2010-03-21,2010-03-18,"Essential",914.5,"GRN",9
2010-03-23,2010-03-28,2010-03-25,"Essential",951,"GRN",9
2010-03-29,2010-04-05,2010-04-01,"Essential",950,"GRN",10
2010-04-07,2010-04-11,2010-04-09,"Essential",971.5,"GRN",11
2010-04-12,2010-04-18,2010-04-15,"Essential",994,"GRN",11
2010-04-20,2010-04-25,2010-04-22,"Essential",923.5,"GRN",9
2010-04-28,2010-05-02,2010-04-30,"Essential",861,"GRN",11
2010-05-04,2010-05-09,2010-05-06,"Essential",881,"GRN",11
2010-05-11,2010-05-16,2010-05-13,"Essential",925.5,"GRN",10
2010-05-18,2010-05-23,2010-05-20,"Essential",955.5,"GRN",10
2010-05-25,2010-05-30,2010-05-27,"Essential",933,"GRN",9
2010-06-01,2010-06-06,2010-06-03,"Essential",936,"GRN",12
2010-06-08,2010-06-13,2010-06-10,"Essential",925,"GRN",14
2010-06-15,2010-06-20,2010-06-17,"Essential",921,"GRN",11
2010-06-22,2010-06-27,2010-06-24,"Essential",901.5,"GRN",9
2010-06-29,2010-07-04,2010-07-01,"Essential",898.5,"GRN",11
2010-07-06,2010-07-11,2010-07-08,"Essential",976.5,"GRN",13
2010-07-13,2010-07-18,2010-07-15,"Essential",937.5,"GRN",13
2010-07-20,2010-07-25,2010-07-22,"Essential",873.5,"GRN",13
2010-07-27,2010-08-01,2010-07-29,"Essential",1209,"GRN",13
2010-08-03,2010-08-08,2010-08-05,"Essential",1381.5,"GRN",10
2010-08-10,2010-08-15,2010-08-12,"Essential",1080,"GRN",10
2010-08-13,2010-08-19,2010-08-16,"Essential",1077,"GRN",12
2010-08-24,2010-08-29,2010-08-26,"Essential",1123,"GRN",11
2010-08-31,2010-09-05,2010-09-02,"Essential",1053,"GRN",11
2010-09-07,2010-09-12,2010-09-09,"Essential",1031,"GRN",10
2010-09-14,2010-09-19,2010-09-16,"Essential",1036.5,"GRN",9
2010-09-21,2010-09-26,2010-09-23,"Essential",955,"GRN",9
2010-09-30,2010-10-01,2010-09-30,"Essential",960.5,"GRN",8
2010-10-05,2010-10-10,2010-10-07,"Essential",956,"GRN",8
2010-10-12,2010-10-17,2010-10-14,"Essential",950.5,"GRN",9
2010-10-19,2010-10-24,2010-10-21,"Essential",936.5,"GRN",8
2010-10-26,2010-10-31,2010-10-28,"Essential",922,"GRN",8
2010-11-02,2010-11-07,2010-11-04,"Essential",891.5,"GRN",8
2010-11-09,2010-11-14,2010-11-11,"Essential",953.5,"GRN",10
2010-11-16,2010-11-21,2010-11-18,"Essential",934.5,"GRN",10
2010-11-23,2010-11-28,2010-11-25,"Essential",929,"GRN",11
2010-11-30,2010-12-05,2010-12-02,"Essential",948,"GRN",11
2010-12-07,2010-12-12,2010-12-09,"Essential",962,"GRN",10
2010-12-14,2010-12-19,2010-12-16,"Essential",954.5,"GRN",10
2011-01-11,2011-01-16,2011-01-13,"Essential",951.5,"GRN",10
2011-01-18,2011-01-23,2011-01-20,"Essential",948,"GRN",11
2011-01-25,2011-01-30,2011-01-27,"Essential",953,"GRN",11
2011-02-01,2011-02-06,2011-02-03,"Essential",968,"GRN",10
2011-02-08,2011-02-13,2011-02-10,"Essential",953,"GRN",10
2011-02-15,2011-02-20,2011-02-17,"Essential",956.5,"GRN",11
2011-02-22,2011-02-27,2011-02-24,"Essential",982,"GRN",10
2011-03-02,2011-03-06,2011-03-04,"Essential",959,"GRN",10
2011-03-09,2011-03-13,2011-03-11,"Essential",942,"GRN",10
2011-03-16,2011-03-20,2011-03-18,"Essential",973.5,"GRN",10
2011-03-23,2011-03-27,2011-03-25,"Essential",958.5,"GRN",10
2011-03-30,2011-04-03,2011-04-01,"Essential",930,"GRN",10
2011-04-06,2011-04-10,2011-04-08,"Essential",962.5,"GRN",11
2011-04-13,2011-04-17,2011-04-15,"Essential",954,"GRN",11
2011-04-20,2011-04-26,2011-04-23,"Essential",918.5,"GRN",10
2011-04-28,2011-05-01,2011-04-29,"Essential",928.5,"GRN",9
2011-05-04,2011-05-08,2011-05-06,"Essential",928,"GRN",10
2011-05-11,2011-05-15,2011-05-13,"Essential",935.5,"GRN",11
2011-05-18,2011-05-22,2011-05-20,"Essential",940.5,"GRN",12
2011-05-25,2011-05-29,2011-05-27,"Essential",946.5,"GRN",12
2011-06-01,2011-06-05,2011-06-03,"Essential",964.5,"GRN",12
2011-06-08,2011-06-13,2011-06-10,"Essential",960.5,"GRN",12
2011-06-15,2011-06-19,2011-06-17,"Essential",1034,"GRN",12
2011-06-22,2011-06-26,2011-06-24,"Essential",937,"GRN",11
2011-06-29,2011-07-03,2011-07-01,"Essential",916.5,"GRN",11
2011-07-06,2011-07-10,2011-07-08,"Essential",949.5,"GRN",11
2011-07-13,2011-07-17,2011-07-15,"Essential",949.5,"GRN",11
2011-07-20,2011-07-24,2011-07-22,"Essential",963,"GRN",11
2011-07-27,2011-07-31,2011-07-29,"Essential",949.5,"GRN",11
2011-08-03,2011-08-07,2011-08-05,"Essential",1011.5,"GRN",10
2011-08-10,2011-08-14,2011-08-12,"Essential",1011.5,"GRN",10
2011-08-17,2011-08-21,2011-08-19,"Essential",923,"GRN",10
2011-08-24,2011-08-28,2011-08-26,"Essential",932.5,"GRN",10
2011-08-31,2011-09-04,2011-09-02,"Essential",939,"GRN",11
2011-09-07,2011-09-11,2011-09-09,"Essential",923.5,"GRN",10
2011-09-13,2011-09-18,2011-09-15,"Essential",937,"GRN",10
2011-09-20,2011-09-25,2011-09-22,"Essential",945.5,"GRN",12
2011-09-27,2011-10-02,2011-09-29,"Essential",954.5,"GRN",11
2011-10-04,2011-10-09,2011-10-06,"Essential",954.5,"GRN",10
2011-10-12,2011-10-16,2011-10-14,"Essential",952.5,"GRN",11
2011-10-19,2011-10-23,2011-10-21,"Essential",944,"GRN",11
2011-10-26,2011-10-30,2011-10-28,"Essential",949.5,"GRN",10
2011-11-02,2011-11-06,2011-11-04,"Essential",953,"GRN",9
2011-11-09,2011-11-13,2011-11-11,"Essential",949,"GRN",10
2011-11-16,2011-11-20,2011-11-18,"Essential",951,"GRN",10
2011-11-23,2011-11-27,2011-11-25,"Essential",949,"GRN",11
2011-11-30,2011-12-04,2011-12-02,"Essential",961,"GRN",10
2011-12-07,2011-12-11,2011-12-09,"Essential",960.5,"GRN",10
2011-12-14,2011-12-18,2011-12-16,"Essential",948,"GRN",9
2012-01-11,2012-01-15,2012-01-13,"Essential",949.5,"GRN",9
2012-01-18,2012-01-22,2012-01-20,"Essential",948,"GRN",10
2012-01-25,2012-01-29,2012-01-27,"Essential",949.5,"GRN",10
2012-02-01,2012-02-05,2012-02-03,"Essential",952.5,"GRN",11
2012-02-08,2012-02-10,2012-02-09,"Essential",953,"GRN",11
2012-02-15,2012-02-19,2012-02-17,"Essential",953.5,"GRN",11
2012-02-22,2012-02-26,2012-02-24,"Essential",954,"GRN",11
2012-02-29,2012-03-04,2012-03-02,"Essential",945.5,"GRN",10
2012-03-07,2012-03-11,2012-03-09,"Essential",951,"GRN",10
2012-03-14,2012-03-18,2012-03-16,"Essential",959,"GRN",11
2012-03-21,2012-03-25,2012-03-23,"Essential",961.5,"GRN",10
2012-03-28,2012-04-01,2012-03-30,"Essential",952,"GRN",11
2012-04-04,2012-04-09,2012-04-06,"Essential",951,"GRN",11
2012-04-11,2012-04-15,2012-04-13,"Essential",953,"GRN",11
2012-04-18,2012-04-22,2012-04-20,"Essential",946,"GRN",11
2012-04-25,2012-04-29,2012-04-27,"Essential",955,"GRN",11
2012-05-02,2012-05-06,2012-05-04,"Essential",954.5,"GRN",11
2012-05-09,2012-05-13,2012-05-11,"Essential",952,"GRN",11
2012-05-16,2012-05-20,2012-05-18,"Essential",959,"GRN",10
2012-05-23,2012-05-27,2012-05-25,"Essential",942,"GRN",10
2012-05-30,2012-06-03,2012-06-01,"Essential",928,"GRN",10
2012-06-06,2012-06-11,2012-06-08,"Essential",915,"GRN",10
2012-06-13,2012-06-17,2012-06-15,"Essential",921,"GRN",10
2012-06-20,2012-06-24,2012-06-22,"Essential",926.5,"GRN",10
2012-06-27,2012-07-01,2012-06-29,"Essential",923,"GRN",10
2012-07-04,2012-07-08,2012-07-06,"Essential",938,"GRN",11
2012-07-11,2012-07-15,2012-07-13,"Essential",928.5,"GRN",10
2012-07-18,2012-07-22,2012-07-20,"Essential",927,"GRN",10
2012-07-25,2012-07-29,2012-07-27,"Essential",918.5,"GRN",10
2012-08-01,2012-08-05,2012-08-03,"Essential",916,"GRN",10
2012-08-08,2012-08-12,2012-08-10,"Essential",934,"GRN",10
2012-08-15,2012-08-19,2012-08-17,"Essential",932,"GRN",10
2012-08-22,2012-08-26,2012-08-24,"Essential",901.5,"GRN",10
2012-08-29,2012-09-02,2012-08-31,"Essential",935.5,"GRN",9
2012-09-05,2012-09-09,2012-09-07,"Essential",1038.5,"GRN",9
2012-09-12,2012-09-16,2012-09-14,"Essential",1001.5,"GRN",9
2012-09-19,2012-09-23,2012-09-21,"Essential",996,"GRN",9
2012-09-26,2012-09-30,2012-09-28,"Essential",1044.5,"GRN",9
2012-10-03,2012-10-07,2012-10-05,"Essential",1050,"GRN",9
2012-10-10,2012-10-14,2012-10-12,"Essential",962,"GRN",9
2012-10-17,2012-10-21,2012-10-19,"Essential",944,"GRN",9
2012-10-25,2012-10-28,2012-10-26,"Essential",896,"GRN",9
2012-11-02,2012-11-06,2012-11-04,"Essential",931.5,"GRN",9
2012-11-07,2012-11-11,2012-11-09,"Essential",952.5,"GRN",9
2012-11-14,2012-11-18,2012-11-16,"Essential",962.5,"GRN",10
2012-11-21,2012-11-25,2012-11-23,"Essential",916,"GRN",10
2012-11-28,2012-12-02,2012-11-30,"Essential",899.5,"GRN",9
2012-12-05,2012-12-09,2012-12-07,"Essential",944,"GRN",8
2012-12-12,2012-12-16,2012-12-14,"Essential",955.5,"GRN",8
2013-01-09,2013-01-14,2013-01-11,"Essential",939,"GRN",8
2013-01-16,2013-01-20,2013-01-18,"Essential",930.5,"GRN",9
2013-01-23,2013-01-28,2013-01-25,"Essential",947.5,"GRN",10
2013-02-01,2013-02-04,2013-02-02,"Essential",964,"GRN",10
2013-02-07,2013-02-10,2013-02-08,"Essential",948.5,"GRN",9
2013-02-14,2013-02-17,2013-02-15,"Essential",941,"GRN",9
2013-02-21,2013-02-24,2013-02-22,"Essential",949.5,"GRN",9
2013-02-28,2013-03-03,2013-03-01,"Essential",947,"GRN",10
2013-03-07,2013-03-10,2013-03-08,"Essential",974,"GRN",9
2013-03-14,2013-03-17,2013-03-15,"Essential",937,"GRN",9
2013-03-21,2013-03-24,2013-03-22,"Essential",898.5,"GRN",11
2013-03-28,2013-04-01,2013-03-30,"Essential",909,"GRN",11
2013-04-04,2013-04-07,2013-04-05,"Essential",948,"GRN",9
2013-04-11,2013-04-14,2013-04-12,"Essential",948.5,"GRN",9
2013-04-18,2013-04-21,2013-04-19,"Essential",952.5,"GRN",9
2013-04-25,2013-04-28,2013-04-26,"Essential",911,"GRN",9
2013-05-02,2013-05-05,2013-05-03,"Essential",920,"GRN",9
2013-05-09,2013-05-12,2013-05-10,"Essential",972.5,"GRN",9
2013-05-16,2013-05-19,2013-05-17,"Essential",962,"GRN",8
2013-05-23,2013-05-26,2013-05-24,"Essential",953,"GRN",8
2013-05-30,2013-06-02,2013-05-31,"Essential",951.5,"GRN",8
2013-06-06,2013-06-10,2013-06-08,"Essential",953,"GRN",8
2013-06-13,2013-06-16,2013-06-14,"Essential",956.5,"GRN",8
2013-06-20,2013-06-23,2013-06-21,"Essential",958,"GRN",8
2013-06-27,2013-06-30,2013-06-28,"Essential",906,"GRN",9
2013-07-04,2013-07-07,2013-07-05,"Essential",889,"GRN",8
2013-07-11,2013-07-14,2013-07-12,"Essential",939.5,"GRN",7
2013-07-18,2013-07-22,2013-07-20,"Essential",990,"GRN",7
2013-07-25,2013-07-28,2013-07-26,"Essential",956,"GRN",9
2013-08-01,2013-08-04,2013-08-02,"Essential",973,"GRN",10
2013-08-09,2013-08-12,2013-08-10,"Essential",926,"GRN",7
2013-08-14,2013-08-18,2013-08-16,"Essential",976,"GRN",9
2013-08-21,2013-08-25,2013-08-23,"Essential",938,"GRN",11
2013-08-29,2013-09-01,2013-08-30,"Essential",918,"GRN",10
2013-09-01,2013-09-04,2013-09-02,"Essential",1035,"GRN",10
2007-04-20,2007-04-22,2007-04-21,"Galaxy (phone)",1004,"GRN",9
2007-05-11,2007-05-13,2007-05-12,"Galaxy (phone)",1004,"GRN",9
2007-06-02,2007-06-03,2007-06-02,"Galaxy (phone)",1021,"GRN",10
2007-06-29,2007-07-01,2007-06-30,"Galaxy (phone)",1001,"GRN",9
2007-07-27,2007-07-29,2007-07-28,"Galaxy (phone)",996,"GRN",10
2007-08-24,2007-08-26,2007-08-25,"Galaxy (phone)",1004,"GRN",9
2007-09-21,2007-09-23,2007-09-22,"Galaxy (phone)",1018,"GRN",9
2007-10-16,2007-10-17,2007-10-16,"Galaxy (phone)",800,"GRN",7.7
2007-11-02,2007-11-04,2007-11-03,"Galaxy (phone)",1010,"GRN",9.3
2007-11-20,2007-11-21,2007-11-20,"Galaxy (phone)",1200,"GRN",8.5
2008-11-14,2008-11-16,2008-11-15,"Galaxy (phone)",923.5,"GRN",11
2009-05-29,2009-05-31,2009-05-30,"Galaxy (phone)",937,"GRN",11
2009-06-26,2009-06-28,2009-06-27,"Galaxy (phone)",937,"GRN",12
2010-05-14,2010-05-16,2010-05-15,"Galaxy (phone)",994,"GRN",12
2010-06-24,2010-06-24,2010-06-24,"Galaxy (phone)",800,"GRN",11
2010-06-25,2010-06-25,2010-06-25,"Galaxy (phone)",800,"GRN",12
2010-08-05,2010-08-06,2010-08-05,"Galaxy (phone)",1014,"GRN",13
2010-08-18,2010-08-20,2010-08-19,"Galaxy (phone)",1200,"GRN",14
2011-07-29,2011-07-31,2011-07-30,"Galaxy (phone)",2000,"GRN",13
2011-10-14,2011-10-16,2011-10-15,"Galaxy (phone)",1009,"GRN",12
2012-01-27,2012-01-28,2012-01-27,"Galaxy (phone)",1001,"GRN",12
2012-02-23,2012-02-24,2012-02-23,"Galaxy (phone)",1020,"GRN",12
2012-04-27,2012-04-29,2012-04-28,"Galaxy (phone)",1012,"GRN",13
2012-06-15,2012-06-17,2012-06-16,"Galaxy (phone)",995,"GRN",12
2012-11-02,2012-11-04,2012-11-03,"Galaxy (phone)",1003,"GRN",11
2012-11-29,2012-11-30,2012-11-29,"Galaxy (phone)",1015,"GRN",11
2013-02-01,2013-02-03,2013-02-02,"Galaxy (phone)",1015,"GRN",10
2013-03-05,2013-03-07,2013-03-06,"Galaxy (phone)",1010,"GRN",11
2013-03-22,2013-03-23,2013-03-22,"Galaxy (phone)",1005,"GRN",12
2013-04-09,2013-04-11,2013-04-10,"Galaxy (phone)",1005,"GRN",12
2013-05-15,2013-05-16,2013-05-15,"Galaxy (phone)",1006,"GRN",10
2013-06-11,2013-06-13,2013-06-12,"Galaxy (phone)",996,"GRN",11
2013-06-27,2013-06-28,2013-06-27,"Galaxy (phone)",1002,"GRN",10
2013-07-23,2013-07-25,2013-07-24,"Galaxy (phone)",1015,"GRN",9
