"fielding.start","fielding.end","mid_date","pollster","sample","what","y"
2014-09-19,2014-09-22,2014-09-20,"Essential",979,"LNP",40
2014-09-26,2014-09-29,2014-09-27,"Essential",996.6,"LNP",40
2014-09-27,2014-10-05,2014-10-01,"Morgan MM",3151,"LNP",40
2014-10-03,2014-10-06,2014-10-04,"Essential",979,"LNP",41
2014-09-30,2014-10-02,2014-10-01,"Newspoll (online & robo)",1196,"LNP",42
2014-10-10,2014-10-13,2014-10-11,"Essential",1006.5,"LNP",41
2014-10-11,2014-10-19,2014-10-15,"Morgan MM",3131,"LNP",39.5
2014-10-17,2014-10-19,2014-10-18,"Newspoll",1161,"LNP",38
2014-10-17,2014-10-20,2014-10-18,"Essential",974.6,"LNP",38
2014-10-23,2014-10-23,2014-10-23,"ReachTEL",3594,"LNP",40.1
2014-10-24,2014-10-27,2014-10-25,"Essential",974.6,"LNP",40
2014-10-25,2014-11-02,2014-10-29,"Morgan MM",3117,"LNP",38.5
2014-10-30,2014-11-01,2014-10-31,"Ipsos",1401,"LNP",42
2014-10-31,2014-11-02,2014-11-01,"Newspoll",1175,"LNP",38
2014-10-31,2014-11-03,2014-11-01,"Essential",979,"LNP",40
2014-11-07,2014-11-10,2014-11-08,"Essential",985.6,"LNP",39
2014-11-08,2014-11-16,2014-11-12,"Morgan MM",3140,"LNP",38
2014-11-14,2014-11-16,2014-11-15,"Newspoll",1166,"LNP",36
2014-11-14,2014-11-17,2014-11-15,"Essential",959.2,"LNP",41
2014-11-20,2014-11-20,2014-11-20,"ReachTEL",3617,"LNP",40.3
2014-11-21,2014-11-24,2014-11-22,"Essential",960.3,"LNP",40
2014-11-22,2014-11-30,2014-11-26,"Morgan MM",2883,"LNP",39
2014-11-28,2014-11-30,2014-11-29,"Newspoll",1164,"LNP",37
2014-11-28,2014-12-01,2014-11-29,"Essential",976.8,"LNP",39
2014-12-02,2014-12-04,2014-12-03,"Newspoll (online & robo)",1406,"LNP",38
2014-12-03,2014-12-06,2014-12-04,"Ipsos",1401,"LNP",40
2014-12-05,2014-12-08,2014-12-06,"Essential",979,"LNP",39
2014-12-06,2014-12-14,2014-12-10,"Morgan MM",3007,"LNP",35
2014-12-12,2014-12-14,2014-12-13,"Newspoll",1155,"LNP",38
2014-12-12,2014-12-15,2014-12-13,"Essential",992.2,"LNP",40
2015-01-03,2015-01-11,2015-01-07,"Morgan MM",2622,"LNP",38.5
2015-01-09,2015-01-12,2015-01-10,"Essential",982.3,"LNP",38
2015-01-16,2015-01-19,2015-01-17,"Essential",965.8,"LNP",41
2015-01-23,2015-01-26,2015-01-24,"Essential",985.6,"LNP",37
2015-01-23,2015-01-27,2015-01-25,"Morgan MM",2057,"LNP",37.5
2015-01-27,2015-01-27,2015-01-27,"ReachTEL",3690,"LNP",39.7
2015-01-28,2015-01-30,2015-01-29,"Newspoll (online & robo)",1452,"LNP",36
2015-01-29,2015-01-31,2015-01-30,"Ipsos",1405,"LNP",38
2015-01-30,2015-02-02,2015-01-31,"Essential",993.3,"LNP",39
2015-01-31,2015-02-08,2015-02-04,"Morgan MM",2939,"LNP",35.5
2015-02-04,2015-02-05,2015-02-04,"Newspoll (online & robo)",1466,"LNP",36
2015-02-05,2015-02-05,2015-02-05,"ReachTEL",3502,"LNP",38.4
2015-02-06,2015-02-08,2015-02-07,"Newspoll",1178,"LNP",35
2015-02-06,2015-02-09,2015-02-07,"Essential",964.7,"LNP",39
2015-02-13,2015-02-16,2015-02-14,"Essential",1010.9,"LNP",39
2015-02-14,2015-02-22,2015-02-18,"Morgan MM",2639,"LNP",37.5
2015-02-20,2015-02-22,2015-02-21,"Newspoll",1180,"LNP",38
2015-02-20,2015-02-23,2015-02-21,"Essential",1008.7,"LNP",41
2015-02-26,2015-02-28,2015-02-27,"Ipsos",1406,"LNP",42
2015-02-27,2015-03-02,2015-02-28,"Essential",993.3,"LNP",38
2015-02-28,2015-03-08,2015-03-04,"Morgan MM",3182,"LNP",39
2015-03-06,2015-03-08,2015-03-07,"Newspoll",1161,"LNP",38
2015-03-06,2015-03-09,2015-03-07,"Essential",983.4,"LNP",41
2015-03-13,2015-03-16,2015-03-14,"Essential",982.3,"LNP",40
2015-03-14,2015-03-22,2015-03-18,"Morgan MM",3146,"LNP",38
2015-03-20,2015-03-22,2015-03-21,"Newspoll",1148,"LNP",41
2015-03-20,2015-03-23,2015-03-21,"Essential",977.9,"LNP",39
2015-03-27,2015-03-30,2015-03-28,"Essential",986.7,"LNP",40
2015-03-28,2015-04-06,2015-04-01,"Morgan MM",3063,"LNP",40.5
2015-03-29,2015-03-29,2015-03-29,"ReachTEL",2417,"LNP",39.6
2015-04-03,2015-04-06,2015-04-04,"Essential",986.7,"LNP",40
2015-04-09,2015-04-11,2015-04-10,"Ipsos",1404,"LNP",39
2015-04-10,2015-04-12,2015-04-11,"Newspoll",1172,"LNP",41
2015-04-10,2015-04-13,2015-04-11,"Essential",987.8,"LNP",41
2015-04-11,2015-04-19,2015-04-15,"Morgan MM",3314,"LNP",38.5
2015-04-17,2015-04-20,2015-04-18,"Essential",981.2,"LNP",40
2015-04-23,2015-04-23,2015-04-23,"ReachTEL",2532,"LNP",39.8
2015-04-24,2015-04-27,2015-04-25,"Essential",991.1,"LNP",40
2015-04-25,2015-05-03,2015-04-29,"Morgan MM",3035,"LNP",40
2015-05-01,2015-05-03,2015-05-02,"Newspoll",1172,"LNP",39
2015-05-01,2015-05-04,2015-05-02,"Essential",960.3,"LNP",41
2015-05-08,2015-05-11,2015-05-09,"Essential",990,"LNP",41
2015-05-13,2015-05-15,2015-05-14,"Newspoll (online & robo)",1683,"LNP",41
2015-05-13,2015-05-13,2015-05-13,"ReachTEL",3180,"LNP",41.1
2015-05-14,2015-05-16,2015-05-15,"Ipsos",1403,"LNP",43
2015-05-14,2015-05-17,2015-05-15,"Newspoll",1206,"LNP",40
2015-05-15,2015-05-18,2015-05-16,"Essential",954.8,"LNP",41
2015-05-16,2015-05-17,2015-05-16,"Morgan MM",2439,"LNP",41.5
2015-05-22,2015-05-25,2015-05-23,"Essential",1002.1,"LNP",41
2015-05-23,2015-05-31,2015-05-27,"Morgan MM",3140,"LNP",41
2015-05-28,2015-05-31,2015-05-29,"Newspoll",1169,"LNP",41
2015-05-29,2015-06-01,2015-05-30,"Essential",1001,"LNP",41
2015-06-05,2015-06-08,2015-06-06,"Essential",995.5,"LNP",41
2015-06-06,2015-06-14,2015-06-10,"Morgan MM",3297,"LNP",37.5
2015-06-10,2015-06-14,2015-06-12,"Newspoll",1170,"LNP",40
2015-06-11,2015-06-13,2015-06-12,"Ipsos",1401,"LNP",40
2015-06-12,2015-06-15,2015-06-13,"Essential",980.1,"LNP",43
2015-06-19,2015-06-22,2015-06-20,"Essential",1014.2,"LNP",40
2015-06-20,2015-06-28,2015-06-24,"Morgan MM",3282,"LNP",39
2015-06-25,2015-06-25,2015-06-25,"ReachTEL",2907,"LNP",41.9
2015-06-26,2015-06-29,2015-06-27,"Essential",983.4,"LNP",41
2015-07-02,2015-07-04,2015-07-03,"Ipsos",1402,"LNP",39
2015-07-03,2015-07-06,2015-07-04,"Essential",970.2,"LNP",40
2015-07-04,2015-07-05,2015-07-04,"Newspoll (online & robo)",1631,"LNP",40
2015-07-04,2015-07-12,2015-07-08,"Morgan MM",3110,"LNP",41.5
2015-07-10,2015-07-13,2015-07-11,"Essential",972.4,"LNP",41
2015-07-16,2015-07-19,2015-07-17,"Newspoll (online & robo)",1638,"LNP",40
2015-07-17,2015-07-20,2015-07-18,"Essential",995.5,"LNP",40
2015-07-18,2015-07-26,2015-07-22,"Morgan MM",3316,"LNP",39
2015-07-24,2015-07-27,2015-07-25,"Essential",976.8,"LNP",39
2015-07-30,2015-07-30,2015-07-30,"ReachTEL",3148,"LNP",40.6
2015-07-31,2015-08-03,2015-08-01,"Essential",1075.8,"LNP",40
2015-08-01,2015-08-09,2015-08-05,"Morgan MM",2930,"LNP",36.5
2015-08-06,2015-08-06,2015-08-06,"ReachTEL",2543,"LNP",40.2
2015-08-07,2015-08-10,2015-08-08,"Essential",953.7,"LNP",41
2015-08-08,2015-08-09,2015-08-08,"Newspoll (online & robo)",1727,"LNP",39
2015-08-13,2015-08-15,2015-08-14,"Ipsos",1401,"LNP",38
2015-08-14,2015-08-17,2015-08-15,"Essential",965.8,"LNP",41
2015-08-15,2015-08-23,2015-08-19,"Morgan MM",3174,"LNP",38.5
2015-08-20,2015-08-23,2015-08-21,"Newspoll (online & robo)",1706,"LNP",38
2015-08-21,2015-08-24,2015-08-22,"Essential",993.3,"LNP",41
2015-08-27,2015-08-27,2015-08-27,"ReachTEL",3264,"LNP",40.2
2015-08-28,2015-08-31,2015-08-29,"Essential",985.6,"LNP",40
2015-08-29,2015-09-06,2015-09-02,"Morgan MM",2653,"LNP",36.5
2015-09-04,2015-09-06,2015-09-05,"Newspoll (online & robo)",1655,"LNP",39
2015-09-04,2015-09-07,2015-09-05,"Essential",963.6,"LNP",40
2015-09-11,2015-09-14,2015-09-12,"Essential",968,"LNP",40
2015-09-12,2015-09-13,2015-09-12,"Morgan MM",862,"LNP",35
2015-09-15,2015-09-15,2015-09-15,"ReachTEL",3278,"LNP",43.3
2015-09-15,2015-09-16,2015-09-15,"Newspoll (online & robo)",1224,"LNP",44
2015-09-17,2015-09-20,2015-09-18,"Newspoll (online & robo)",1700,"LNP",44
2015-09-18,2015-09-21,2015-09-19,"Essential",961.4,"LNP",43
2015-09-19,2015-09-20,2015-09-19,"Morgan MM",2059,"LNP",46
2015-09-25,2015-09-28,2015-09-26,"Essential",983.4,"LNP",46
2015-09-26,2015-10-05,2015-09-30,"Morgan MM",3011,"LNP",47
2015-10-02,2015-10-05,2015-10-03,"Essential",968,"LNP",43
2015-10-09,2015-10-11,2015-10-10,"Newspoll (online & robo)",1631,"LNP",43
2015-10-09,2015-10-12,2015-10-10,"Essential",974.6,"LNP",44
2015-10-10,2015-10-18,2015-10-14,"Morgan MM",3052,"LNP",46.5
2015-10-15,2015-10-17,2015-10-16,"Ipsos",1403,"LNP",45
2015-10-16,2015-10-19,2015-10-17,"Essential",987.8,"LNP",44
2015-10-22,2015-10-22,2015-10-22,"ReachTEL",3574,"LNP",46.7
2015-10-22,2015-10-25,2015-10-23,"Newspoll (online & robo)",1606,"LNP",45
2015-10-23,2015-10-26,2015-10-24,"Essential",983.4,"LNP",46
2015-10-24,2015-11-01,2015-10-28,"Morgan MM",3262,"LNP",47
2015-10-30,2015-11-02,2015-10-31,"Essential",952.6,"LNP",45
2015-11-05,2015-11-08,2015-11-06,"Newspoll (online & robo)",1587,"LNP",46
2015-11-06,2015-11-09,2015-11-07,"Essential",941.6,"LNP",44
2015-11-07,2015-11-15,2015-11-11,"Morgan MM",3167,"LNP",46
2015-11-12,2015-11-14,2015-11-13,"Ipsos",1402,"LNP",48
2015-11-13,2015-11-16,2015-11-14,"Essential",960.3,"LNP",45
2015-11-19,2015-11-22,2015-11-20,"Newspoll (online & robo)",1573,"LNP",46
2015-11-20,2015-11-23,2015-11-21,"Essential",987.8,"LNP",44
2015-11-21,2015-11-29,2015-11-25,"Morgan MM",3500,"LNP",46.5
2015-11-26,2015-11-26,2015-11-26,"ReachTEL",3144,"LNP",48.8
2015-11-27,2015-11-30,2015-11-28,"Essential",960.3,"LNP",44
2015-12-03,2015-12-05,2015-12-04,"Newspoll (online & robo)",1616,"LNP",45
2015-12-04,2015-12-07,2015-12-05,"Essential",972.4,"LNP",45
2015-12-05,2015-12-13,2015-12-09,"Morgan MM",3164,"LNP",48
2015-12-11,2015-12-14,2015-12-12,"Essential",968,"LNP",45
2016-01-02,2016-01-10,2016-01-06,"Morgan MM",2839,"LNP",47
2016-01-15,2016-01-18,2016-01-16,"Essential",963.6,"LNP",44
2016-01-16,2016-01-24,2016-01-20,"Morgan MM",3245,"LNP",43.5
2016-01-21,2016-01-21,2016-01-21,"ReachTEL",3116,"LNP",48.5
2016-01-22,2016-01-25,2016-01-23,"Essential",997.7,"LNP",45
2016-01-28,2016-01-31,2016-01-29,"Newspoll (online & robo)",1837,"LNP",46
2016-01-29,2016-02-01,2016-01-30,"Essential",994.4,"LNP",44
2016-01-30,2016-02-07,2016-02-03,"Morgan MM",3072,"LNP",43.5
2016-02-05,2016-02-08,2016-02-06,"Essential",950.4,"LNP",42
2016-02-11,2016-02-11,2016-02-11,"ReachTEL",2946,"LNP",48.1
2016-02-11,2016-02-13,2016-02-12,"Ipsos",1403,"LNP",44
2016-02-12,2016-02-15,2016-02-13,"Essential",961.8,"LNP",43
2016-02-13,2016-02-21,2016-02-17,"Morgan MM",3116,"LNP",43.5
2016-02-18,2016-02-21,2016-02-19,"Newspoll (online & robo)",1807,"LNP",43
2016-02-25,2016-02-28,2016-02-26,"Essential",1017,"LNP",43
2016-02-27,2016-03-06,2016-03-02,"Morgan MM",3011,"LNP",43
2016-03-03,2016-03-06,2016-03-04,"Newspoll (online & robo)",1815,"LNP",43
2016-03-04,2016-03-07,2016-03-05,"Essential",1001,"LNP",43
2016-03-09,2016-03-12,2016-03-10,"Essential",1006,"LNP",42
2016-03-10,2016-03-12,2016-03-11,"Ipsos",1402,"LNP",45
2016-03-12,2016-03-20,2016-03-16,"Morgan MM",2948,"LNP",40
2016-03-16,2016-03-19,2016-03-17,"Essential",1003,"LNP",43
2016-03-17,2016-03-20,2016-03-18,"Newspoll (online & robo)",2049,"LNP",43
2016-03-21,2016-03-21,2016-03-21,"ReachTEL",3274,"LNP",46.6
2016-03-23,2016-03-26,2016-03-24,"Essential",1020,"LNP",43
2016-03-26,2016-04-03,2016-03-30,"Morgan MM",3174,"LNP",42
2016-03-30,2016-04-02,2016-03-31,"Essential",1038,"LNP",42
2016-03-31,2016-04-03,2016-04-01,"Newspoll (online & robo)",1743,"LNP",41
2016-04-06,2016-04-09,2016-04-07,"Essential",1010,"LNP",42
2016-04-09,2016-04-17,2016-04-13,"Morgan MM",3083,"LNP",40.5
2016-04-13,2016-04-16,2016-04-14,"Essential",1000,"LNP",42
2016-04-14,2016-04-17,2016-04-15,"Newspoll (online & robo)",1628,"LNP",41
2016-04-14,2016-04-14,2016-04-14,"ReachTEL",2415,"LNP",43.5
2016-04-14,2016-04-16,2016-04-15,"Ipsos",1402,"LNP",42
2016-04-19,2016-04-22,2016-04-20,"Essential",1020,"LNP",40
2016-04-23,2016-05-01,2016-04-27,"Morgan MM",2951,"LNP",40
2016-04-27,2016-04-30,2016-04-28,"Essential",1020,"LNP",40
2016-05-04,2016-05-05,2016-05-04,"Morgan MM",584,"LNP",NA
2016-05-04,2016-05-06,2016-05-05,"Newspoll (online & robo)",1270,"LNP",42
2016-05-05,2016-05-05,2016-05-05,"ReachTEL",2450,"LNP",44.2
2016-05-05,2016-05-07,2016-05-06,"Ipsos",1410,"LNP",44
2016-05-05,2016-05-08,2016-05-06,"Newspoll (online & robo)",1739,"LNP",41
2016-05-05,2016-05-08,2016-05-06,"Essential",1005,"LNP",42
2016-05-06,2016-05-08,2016-05-07,"Lonergan",1841,"LNP",42
2016-05-12,2016-05-15,2016-05-13,"Essential",1021,"LNP",42
2016-05-14,2016-05-15,2016-05-14,"Morgan MM",2318,"LNP",36.5
2016-05-17,2016-05-19,2016-05-18,"Ipsos",1497,"LNP",43
2016-05-19,2016-05-19,2016-05-19,"ReachTEL",2407,"LNP",42.6
2016-05-19,2016-05-22,2016-05-20,"Essential",1011,"LNP",41
2016-05-19,2016-05-22,2016-05-20,"Newspoll (online & robo)",1709,"LNP",41
2016-05-21,2016-05-29,2016-05-25,"Morgan MM",3099,"LNP",37.5
2016-05-26,2016-05-26,2016-05-26,"ReachTEL",2700,"LNP",41
2016-05-26,2016-05-29,2016-05-27,"Essential",1007,"LNP",41
2016-05-31,2016-06-02,2016-06-01,"Ipsos",1359,"LNP",42
2016-06-02,2016-06-02,2016-06-02,"ReachTEL",2414,"LNP",41.5
2016-06-02,2016-06-05,2016-06-03,"Essential",1011,"LNP",41
2016-06-02,2016-06-05,2016-06-03,"Newspoll (online & robo)",1867,"LNP",40
2016-06-09,2016-06-09,2016-06-09,"ReachTEL",2175,"LNP",42.7
2016-06-09,2016-06-12,2016-06-10,"Essential",1021,"LNP",41
2016-06-14,2016-06-16,2016-06-15,"Ipsos",1437,"LNP",39
2016-06-16,2016-06-16,2016-06-16,"ReachTEL",2576,"LNP",43.5
2016-06-16,2016-06-19,2016-06-17,"Essential",1013,"LNP",40
2016-06-16,2016-06-19,2016-06-17,"Newspoll (online & robo)",1805,"LNP",41
2016-06-20,2016-06-22,2016-06-21,"Newspoll (online & robo)",1390,"LNP",42
2016-06-23,2016-06-23,2016-06-23,"ReachTEL",2349,"LNP",42.3
2016-06-23,2016-06-26,2016-06-24,"Essential",1000,"LNP",39
2016-06-23,2016-06-26,2016-06-24,"Newspoll (online & robo)",1713,"LNP",43
2016-06-26,2016-06-29,2016-06-27,"Ipsos",1377,"LNP",40
2016-06-27,2016-06-30,2016-06-28,"Essential",1212,"LNP",42.5
2016-06-28,2016-06-29,2016-06-28,"Newspoll (online & robo)",1768,"LNP",43
2016-06-28,2016-07-01,2016-06-29,"Newspoll (online & robo)",4135,"LNP",42
2016-06-29,2016-07-02,2016-06-30,"Essential",1000,"LNP",41
2016-06-30,2016-06-30,2016-06-30,"ReachTEL",2084,"LNP",42.8
NA,NA,NA,"",NA,"LNP",NA
2013-03-22,2013-03-25,2013-03-23,"AMR",1072,"LNP",49
2013-07-05,2013-07-08,2013-07-06,"AMR",1107,"LNP",43
2013-08-16,2013-08-18,2013-08-17,"AMR",1134,"LNP",41
2013-08-30,2013-09-02,2013-08-31,"AMR",1101,"LNP",44
2007-12-03,2007-12-09,2007-12-06,"Essential",856.5,"LNP",34
2007-12-10,2007-12-16,2007-12-13,"Essential",845,"LNP",30
2007-12-17,2007-12-21,2007-12-19,"Essential",847.5,"LNP",32
2008-01-07,2008-01-13,2008-01-10,"Essential",846.5,"LNP",34
2008-01-15,2008-01-20,2008-01-17,"Essential",856.5,"LNP",35
2008-01-22,2008-01-27,2008-01-24,"Essential",855,"LNP",35
2008-01-29,2008-02-03,2008-01-31,"Essential",845,"LNP",36
2008-02-05,2008-02-10,2008-02-07,"Essential",847.5,"LNP",35
2008-02-12,2008-02-17,2008-02-14,"Essential",862.5,"LNP",35
2008-02-19,2008-02-24,2008-02-21,"Essential",846.5,"LNP",33
2008-02-26,2008-03-02,2008-02-28,"Essential",831.5,"LNP",30
2008-03-04,2008-03-09,2008-03-06,"Essential",843,"LNP",31
2008-03-11,2008-03-16,2008-03-13,"Essential",835,"LNP",34
2008-03-18,2008-03-23,2008-03-20,"Essential",836.5,"LNP",34
2008-03-25,2008-03-30,2008-03-27,"Essential",849.5,"LNP",34
2008-04-01,2008-04-06,2008-04-03,"Essential",838.5,"LNP",33
2008-04-08,2008-04-13,2008-04-10,"Essential",789.5,"LNP",34
2008-04-15,2008-04-20,2008-04-17,"Essential",824,"LNP",37
2008-04-22,2008-04-27,2008-04-24,"Essential",866,"LNP",36
2008-04-29,2008-05-04,2008-05-01,"Essential",834.5,"LNP",31
2008-05-06,2008-05-11,2008-05-08,"Essential",830.5,"LNP",31
2008-05-13,2008-05-18,2008-05-15,"Essential",835,"LNP",32
2008-05-20,2008-05-25,2008-05-22,"Essential",836,"LNP",33
2008-05-27,2008-06-01,2008-05-29,"Essential",836,"LNP",37
2008-06-03,2008-06-08,2008-06-05,"Essential",837.5,"LNP",35
2008-06-10,2008-06-15,2008-06-12,"Essential",846.5,"LNP",34
2008-06-17,2008-06-22,2008-06-19,"Essential",855,"LNP",34
2008-06-24,2008-06-29,2008-06-26,"Essential",873.5,"LNP",31
2008-07-01,2008-07-06,2008-07-03,"Essential",875.5,"LNP",31
2008-07-08,2008-07-13,2008-07-10,"Essential",850,"LNP",34
2008-07-15,2008-07-19,2008-07-17,"Essential",858,"LNP",35
2008-07-22,2008-07-26,2008-07-24,"Essential",851.5,"LNP",35
2008-07-29,2008-08-03,2008-07-31,"Essential",710,"LNP",36
2008-08-05,2008-08-10,2008-08-07,"Essential",858.5,"LNP",36
2008-08-14,2008-08-18,2008-08-16,"Essential",851,"LNP",35
2008-08-19,2008-08-24,2008-08-21,"Essential",852,"LNP",35
2008-08-25,2008-08-31,2008-08-28,"Essential",864.5,"LNP",34
2008-09-02,2008-09-07,2008-09-04,"Essential",892.5,"LNP",33
2008-09-08,2008-09-14,2008-09-11,"Essential",915.5,"LNP",33
2008-09-16,2008-09-21,2008-09-18,"Essential",906,"LNP",35
2008-09-23,2008-09-28,2008-09-25,"Essential",915,"LNP",35
2008-09-30,2008-10-05,2008-10-02,"Essential",930.5,"LNP",36
2008-10-07,2008-10-12,2008-10-09,"Essential",921.5,"LNP",37
2008-10-14,2008-10-19,2008-10-16,"Essential",908.5,"LNP",34
2008-10-21,2008-10-26,2008-10-23,"Essential",899,"LNP",32
2008-10-28,2008-11-02,2008-10-30,"Essential",910,"LNP",33
2008-11-03,2008-11-09,2008-11-06,"Essential",880.5,"LNP",35
2008-11-10,2008-11-16,2008-11-13,"Essential",871,"LNP",39
2008-11-17,2008-11-23,2008-11-20,"Essential",902,"LNP",37
2008-11-28,2008-11-30,2008-11-29,"Essential",907,"LNP",35
2008-12-01,2008-12-07,2008-12-04,"Essential",918,"LNP",34
2008-12-08,2008-12-14,2008-12-11,"Essential",906,"LNP",36
2009-01-06,2009-01-11,2009-01-08,"Essential",905.5,"LNP",35
2009-01-13,2009-01-18,2009-01-15,"Essential",895.5,"LNP",35
2009-01-20,2009-01-25,2009-01-22,"Essential",891.5,"LNP",35
2009-01-27,2009-02-01,2009-01-29,"Essential",902.5,"LNP",34
2009-02-03,2009-02-08,2009-02-05,"Essential",962.5,"LNP",34
2009-02-09,2009-02-15,2009-02-12,"Essential",1048,"LNP",34
2009-02-16,2009-02-22,2009-02-19,"Essential",1080,"LNP",32
2009-02-24,2009-03-01,2009-02-26,"Essential",1042.5,"LNP",32
2009-03-03,2009-03-09,2009-03-06,"Essential",990,"LNP",35
2009-03-11,2009-03-15,2009-03-13,"Essential",959,"LNP",35
2009-03-17,2009-03-22,2009-03-19,"Essential",1054,"LNP",34
2009-03-24,2009-03-29,2009-03-26,"Essential",1056,"LNP",31
2009-03-30,2009-04-05,2009-04-02,"Essential",904,"LNP",32
2009-04-07,2009-04-13,2009-04-10,"Essential",916.5,"LNP",34
2009-04-14,2009-04-19,2009-04-16,"Essential",1096.5,"LNP",34
2009-04-20,2009-04-26,2009-04-23,"Essential",1090.5,"LNP",36
2009-04-28,2009-05-03,2009-04-30,"Essential",1000,"LNP",37
2009-05-04,2009-05-10,2009-05-07,"Essential",992,"LNP",33
2009-05-12,2009-05-17,2009-05-14,"Essential",946.5,"LNP",32
2009-05-19,2009-05-24,2009-05-21,"Essential",941,"LNP",35
2009-05-26,2009-05-31,2009-05-28,"Essential",988.5,"LNP",39
2009-06-02,2009-06-08,2009-06-05,"Essential",955.5,"LNP",39
2009-06-09,2009-06-14,2009-06-11,"Essential",1049,"LNP",38
2009-06-17,2009-06-21,2009-06-19,"Essential",1087.5,"LNP",37
2009-06-22,2009-06-28,2009-06-25,"Essential",1003,"LNP",36
2009-06-30,2009-07-05,2009-07-02,"Essential",971,"LNP",35
2009-07-07,2009-07-12,2009-07-09,"Essential",942.5,"LNP",37
2009-07-14,2009-07-19,2009-07-16,"Essential",957.5,"LNP",39
2009-07-21,2009-07-26,2009-07-23,"Essential",931.5,"LNP",37
2009-07-27,2009-08-02,2009-07-30,"Essential",902.5,"LNP",35
2009-08-04,2009-08-09,2009-08-06,"Essential",910,"LNP",34
2009-08-10,2009-08-16,2009-08-13,"Essential",959,"LNP",35
2009-08-17,2009-08-23,2009-08-20,"Essential",971,"LNP",36
2009-08-24,2009-08-30,2009-08-27,"Essential",930.5,"LNP",33
2009-09-01,2009-09-06,2009-09-03,"Essential",1064.5,"LNP",34
2009-09-07,2009-09-13,2009-09-10,"Essential",940.5,"LNP",35
2009-09-14,2009-09-20,2009-09-17,"Essential",926.5,"LNP",37
2009-09-22,2009-09-27,2009-09-24,"Essential",1088.5,"LNP",36
2009-09-29,2009-10-04,2009-10-01,"Essential",1058.5,"LNP",34
2009-10-05,2009-10-11,2009-10-08,"Essential",922.5,"LNP",37
2009-10-12,2009-10-18,2009-10-15,"Essential",951.5,"LNP",37
2009-10-20,2009-10-25,2009-10-22,"Essential",983.5,"LNP",36
2009-10-27,2009-11-01,2009-10-29,"Essential",1003.5,"LNP",35
2009-11-02,2009-11-08,2009-11-05,"Essential",1014.5,"LNP",35
2009-11-09,2009-11-12,2009-11-10,"Essential",957.5,"LNP",39
2009-11-13,2009-11-22,2009-11-17,"Essential",946,"LNP",39
2009-11-24,2009-11-29,2009-11-26,"Essential",989.5,"LNP",35
2009-12-01,2009-12-06,2009-12-03,"Essential",961,"LNP",34
2009-12-07,2009-12-13,2009-12-10,"Essential",937.5,"LNP",35
2009-12-14,2009-12-20,2009-12-17,"Essential",942,"LNP",37
2010-01-12,2010-01-17,2010-01-14,"Essential",957.5,"LNP",38
2010-01-18,2010-01-24,2010-01-21,"Essential",964,"LNP",36
2010-01-26,2010-01-29,2010-01-27,"Essential",968.5,"LNP",38
2010-02-02,2010-02-07,2010-02-04,"Essential",934,"LNP",38
2010-02-09,2010-02-14,2010-02-11,"Essential",915,"LNP",38
2010-02-16,2010-02-21,2010-02-18,"Essential",917,"LNP",40
2010-02-23,2010-02-28,2010-02-25,"Essential",908,"LNP",40
2010-03-02,2010-03-07,2010-03-04,"Essential",944.5,"LNP",40
2010-03-10,2010-03-14,2010-03-12,"Essential",954,"LNP",38
2010-03-16,2010-03-21,2010-03-18,"Essential",914.5,"LNP",38
2010-03-23,2010-03-28,2010-03-25,"Essential",951,"LNP",39
2010-03-29,2010-04-05,2010-04-01,"Essential",950,"LNP",39
2010-04-07,2010-04-11,2010-04-09,"Essential",971.5,"LNP",40
2010-04-12,2010-04-18,2010-04-15,"Essential",994,"LNP",39
2010-04-20,2010-04-25,2010-04-22,"Essential",923.5,"LNP",39
2010-04-28,2010-05-02,2010-04-30,"Essential",861,"LNP",39
2010-05-04,2010-05-09,2010-05-06,"Essential",881,"LNP",42
2010-05-11,2010-05-16,2010-05-13,"Essential",925.5,"LNP",43
2010-05-18,2010-05-23,2010-05-20,"Essential",955.5,"LNP",41
2010-05-25,2010-05-30,2010-05-27,"Essential",933,"LNP",41
2010-06-01,2010-06-06,2010-06-03,"Essential",936,"LNP",41
2010-06-08,2010-06-13,2010-06-10,"Essential",925,"LNP",41
2010-06-15,2010-06-20,2010-06-17,"Essential",921,"LNP",40
2010-06-22,2010-06-27,2010-06-24,"Essential",901.5,"LNP",39
2010-06-29,2010-07-04,2010-07-01,"Essential",898.5,"LNP",39
2010-07-06,2010-07-11,2010-07-08,"Essential",976.5,"LNP",39
2010-07-13,2010-07-18,2010-07-15,"Essential",937.5,"LNP",39
2010-07-20,2010-07-25,2010-07-22,"Essential",873.5,"LNP",39
2010-07-27,2010-08-01,2010-07-29,"Essential",1209,"LNP",39
2010-08-03,2010-08-08,2010-08-05,"Essential",1381.5,"LNP",42
2010-08-10,2010-08-15,2010-08-12,"Essential",1080,"LNP",44
2010-08-13,2010-08-19,2010-08-16,"Essential",1077,"LNP",43
2010-08-24,2010-08-29,2010-08-26,"Essential",1123,"LNP",44
2010-08-31,2010-09-05,2010-09-02,"Essential",1053,"LNP",43
2010-09-07,2010-09-12,2010-09-09,"Essential",1031,"LNP",44
2010-09-14,2010-09-19,2010-09-16,"Essential",1036.5,"LNP",45
2010-09-21,2010-09-26,2010-09-23,"Essential",955,"LNP",43
2010-09-30,2010-10-01,2010-09-30,"Essential",960.5,"LNP",44
